maktimestamp,altitude,velocity
1533208225.067,4328.16,
1533208225.184,,8.128
1533208225.274,,8.128
1533208225.630,4328.16,
1533208225.652,4335.780000000001,
1533208225.901,,8.128
1533208225.955,,8.128
1533208226.119,4335.780000000001,
1533208226.383,,8.128
1533208226.535,4343.400000000001,
1533208226.963,,8.128
1533208227.052,4343.400000000001,
1533208227.107,,8.128
1533208227.528,,8.128
1533208227.593,4351.02,
1533208227.807,,8.128
1533208228.135,4351.02,
1533208228.233,,8.128
1533208228.703,4358.64,
1533208228.893,,8.128
1533208229.236,4358.64,
1533208229.460,,8.128
1533208229.567,4358.64,
1533208229.656,4366.26,
1533208229.680,4358.64,
1533208229.874,,8.128
1533208230.052,,8.128
1533208230.081,4366.26,
1533208230.144,4366.26,
1533208230.668,4373.88,
1533208230.669,,8.45312
1533208230.773,,8.128
1533208230.798,4366.26,
1533208231.079,4373.88,
1533208231.115,4373.88,
1533208231.116,,8.45312
1533208231.583,4381.5,
1533208231.704,,8.45312
1533208232.019,4381.5,
1533208232.168,4373.88,
1533208232.220,,8.45312
1533208232.587,4389.12,
1533208232.765,,8.45312
1533208232.797,4381.5,
1533208233.000,4389.12,
1533208233.221,,8.45312
1533208233.528,4396.74,
1533208233.758,,8.128
1533208233.866,,8.45312
1533208234.111,4396.74,
1533208234.259,,8.128
1533208234.446,4396.74,
1533208234.623,4404.360000000001,
1533208234.751,,8.128
1533208235.225,4411.9800000000005,
1533208235.317,,8.128
1533208235.730,4411.9800000000005,
1533208235.767,4404.360000000001,
1533208235.916,,8.128
1533208236.253,4419.6,
1533208236.401,,8.128
1533208236.632,4411.9800000000005,
1533208236.838,4419.6,
1533208236.935,,8.128
1533208237.375,4427.22,
1533208237.406,,8.128
1533208237.744,4419.6,
1533208237.809,4427.22,
1533208237.824,,8.128
1533208237.903,,8.128
1533208238.278,4434.84,
1533208238.361,,8.128
1533208238.734,4434.84,
1533208238.847,,8.128
1533208239.336,4442.46,
1533208239.413,,8.128
1533208239.850,,8.128
1533208239.856,4442.46,
1533208240.332,4450.08,
1533208240.395,,8.128
1533208240.780,4450.08,
1533208240.888,,8.128
1533208240.969,,8.128
1533208241.342,4457.7,
1533208241.447,,8.128
1533208241.664,4450.08,
1533208241.810,4457.7,
1533208241.930,,8.128
1533208242.375,4465.320000000001,
1533208242.459,4457.7,
1533208242.472,,8.128
1533208242.657,,8.128
1533208242.858,4465.320000000001,
1533208242.975,,8.128
1533208243.415,4465.320000000001,
1533208243.421,4472.9400000000005,
1533208243.425,,8.128
1533208243.870,4480.56,
1533208243.883,,8.128
1533208244.382,4480.56,
1533208244.388,,8.128
1533208244.398,4472.9400000000005,
1533208244.470,,8.128
1533208244.866,4488.18,
1533208244.931,,8.128
1533208245.244,4480.56,
1533208245.387,,8.128
1533208245.408,4488.18,
1533208245.442,,8.128
1533208245.868,,8.128
1533208245.945,4495.8,
1533208246.129,,8.128
1533208246.390,4495.8,
1533208246.953,4503.42,
1533208247.009,,8.128
1533208247.438,,8.128
1533208247.479,4503.42,
1533208247.916,4503.42,
1533208247.949,4511.04,
1533208248.021,,8.128
1533208248.398,4511.04,
1533208248.463,,8.128
1533208248.861,4511.04,
1533208248.952,,8.128
1533208248.976,4518.66,
1533208248.984,,8.128
1533208249.449,,8.128
1533208249.487,,8.128
1533208249.524,4518.66,
1533208249.562,4518.66,
1533208249.983,,8.128
1533208250.015,4526.280000000001,
1533208250.523,4526.280000000001,
1533208250.558,,8.128
1533208250.996,4533.900000000001,
1533208251.123,,8.128
1533208251.124,4526.280000000001,
1533208251.479,4533.900000000001,
1533208251.635,,8.128
1533208251.965,4541.52,
1533208251.965,4533.900000000001,
1533208252.121,,8.128
1533208252.218,,8.128
1533208252.579,4541.52,
1533208252.601,,8.45312
1533208252.805,4541.52,
1533208252.952,4549.14,
1533208253.070,,8.45312
1533208253.117,,8.128
1533208253.387,4549.14,
1533208253.585,,8.45312
1533208253.620,4549.14,
1533208253.905,4556.76,
1533208254.061,,8.45312
1533208254.391,4556.76,
1533208254.400,4549.14,
1533208254.609,,8.45312
1533208254.827,4564.38,
1533208255.031,,8.45312
1533208255.078,4556.76,
1533208255.304,4564.38,
1533208255.444,,8.45312
1533208255.715,4572.0,
1533208256.034,,8.45312
1533208256.316,4572.0,
1533208256.606,,8.45312
1533208256.841,4579.62,
1533208257.037,,8.45312
1533208257.242,4579.62,
1533208257.597,,8.45312
1533208257.634,4587.24,
1533208257.882,4579.62,
1533208258.139,,8.45312
1533208258.234,4587.24,
1533208258.276,4587.24,
1533208258.623,,8.45312
1533208258.828,4594.860000000001,
1533208259.084,,8.45312
1533208259.338,4602.4800000000005,
1533208259.367,4594.860000000001,
1533208259.585,,8.45312
1533208259.756,4602.4800000000005,
1533208260.110,,8.45312
1533208260.138,4602.4800000000005,
1533208260.321,4610.1,
1533208260.523,,8.45312
1533208260.803,4610.1,
1533208261.046,,8.45312
1533208261.152,4610.1,
1533208261.378,4617.72,
1533208261.528,,8.45312
1533208261.649,,8.45312
1533208261.836,4617.72,
1533208262.217,,8.45312
1533208262.303,4625.34,
1533208262.490,4617.72,
1533208262.833,4625.34,
1533208262.833,,8.45312
1533208263.078,,8.45312
1533208263.193,4625.34,
1533208263.298,4632.96,
1533208263.480,,8.45312
1533208263.708,4632.96,
1533208263.842,,8.128
1533208264.187,4640.58,
1533208264.290,,8.128
1533208264.356,4632.96,
1533208264.437,,8.45312
1533208264.694,,8.128
1533208264.697,4640.58,
1533208264.753,4640.58,
1533208264.884,,8.128
1533208265.229,4648.2,
1533208265.695,4648.2,
1533208265.710,,8.128
1533208265.896,4640.58,
1533208266.212,,8.128
1533208266.307,4655.820000000001,
1533208266.484,4648.2,
1533208266.624,,8.128
1533208266.804,4655.820000000001,
1533208267.139,,8.128
1533208267.226,4663.4400000000005,
1533208267.574,4655.820000000001,
1533208267.729,,8.45312
1533208267.744,4663.4400000000005,
1533208268.269,,8.45312
1533208268.339,4671.06,
1533208268.402,4663.4400000000005,
1533208268.815,4678.68,
1533208268.841,,8.45312
1533208269.361,4678.68,
1533208269.385,,8.45312
1533208269.419,4678.68,
1533208269.431,,8.45312
1533208270.009,4686.3,
1533208270.010,,8.45312
1533208270.388,4678.68,
1533208270.447,,8.45312
1533208270.523,4686.3,
1533208270.727,4686.3,
1533208271.024,,8.45312
1533208271.044,4693.92,
1533208271.519,4693.92,
1533208271.535,,8.128
1533208271.942,4701.54,
1533208271.992,,8.128
1533208272.473,4701.54,
1533208272.489,,8.128
1533208272.934,,8.128
1533208273.012,4709.16,
1533208273.367,4701.54,
1533208273.467,,8.128
1533208273.609,4716.780000000001,
1533208273.940,,8.128
1533208274.177,4716.780000000001,
1533208274.346,,8.128
1533208274.370,4716.780000000001,
1533208274.776,4724.400000000001,
1533208274.875,,8.128
1533208275.346,4724.400000000001,
1533208275.369,,8.128
1533208275.486,4724.400000000001,
1533208275.770,4732.02,
1533208275.941,,8.128
1533208276.204,4732.02,
1533208276.401,,8.128
1533208276.772,4739.64,
1533208276.986,,8.128
1533208277.221,4739.64,
1533208277.599,,8.128
1533208277.770,4747.26,
1533208278.003,,8.128
1533208278.065,4739.64,
1533208278.332,4747.26,
1533208278.462,,8.128
1533208278.768,4754.88,
1533208279.009,4747.26,
1533208279.026,,8.128
1533208279.239,4754.88,
1533208279.483,,8.128
1533208279.687,4762.5,
1533208279.972,,8.128
1533208280.266,4762.5,
1533208280.531,,8.128
1533208280.761,4770.12,
1533208281.021,,8.128
1533208281.354,4777.740000000001,
1533208281.423,,8.128
1533208281.905,4777.740000000001,
1533208281.994,,8.128
1533208282.472,4785.360000000001,
1533208282.529,,8.128
1533208282.941,4785.360000000001,
1533208283.105,,8.128
1533208283.563,4792.9800000000005,
1533208283.670,,8.128
1533208284.006,4792.9800000000005,
1533208284.080,,8.128
1533208284.544,,8.128
1533208284.544,4800.6,
1533208284.970,4800.6,
1533208285.175,,8.128
1533208285.440,4808.22,
1533208285.591,,8.128
1533208285.955,4808.22,
1533208286.137,,8.128
1533208286.346,4808.22,
1533208286.467,4815.84,
1533208286.674,,8.128
1533208287.027,4815.84,
1533208287.166,,8.128
1533208287.524,4823.46,
1533208287.702,,8.128
1533208288.052,4823.46,
1533208288.171,,8.128
1533208288.629,4831.08,
1533208288.756,,8.128
1533208289.120,4831.08,
1533208289.325,,8.128
1533208289.631,4838.7,
1533208289.664,4831.08,
1533208289.930,,8.128
1533208290.178,4838.7,
1533208290.451,,8.128
1533208290.626,4846.320000000001,
1533208291.049,,8.128
1533208291.147,4846.320000000001,
1533208291.517,,8.45312
1533208291.593,4853.9400000000005,
1533208291.942,,8.45312
1533208292.071,4853.9400000000005,
1533208292.465,,8.45312
1533208292.495,4861.56,
1533208292.929,4861.56,
1533208292.995,,8.45312
1533208293.355,4869.18,
1533208293.498,,8.45312
1533208293.866,4869.18,
1533208294.052,4869.18,
1533208294.100,,8.45312
1533208294.360,4876.8,
1533208294.630,,8.45312
1533208294.931,4884.42,
1533208295.103,,8.45312
1533208295.121,4876.8,
1533208295.492,4884.42,
1533208295.561,,8.128
1533208296.022,,8.128
1533208296.052,4892.04,
1533208296.495,,8.128
1533208296.528,4892.04,
1533208296.948,4892.04,
1533208296.965,,8.128
1533208297.376,,8.128
1533208297.519,4899.66,
1533208297.925,,8.128
1533208298.082,4907.280000000001,
1533208298.337,,8.128
1533208298.534,4907.280000000001,
1533208298.951,,7.80288
1533208299.078,4914.900000000001,
1533208299.440,,7.80288
1533208299.443,4914.900000000001,
1533208299.852,4914.900000000001,
1533208299.951,,7.477760000000001
1533208300.403,4922.52,
1533208300.472,,7.477760000000001
1533208300.911,4922.52,
1533208300.952,,7.477760000000001
1533208300.982,4922.52,
1533208301.405,,7.477760000000001
1533208301.406,4930.14,
1533208301.858,4930.14,
1533208301.974,,7.477760000000001
1533208302.364,4937.76,
1533208302.549,,7.477760000000001
1533208302.910,4937.76,
1533208303.069,,7.152640000000001
1533208303.507,4945.38,
1533208303.507,,7.152640000000001
1533208304.040,,7.152640000000001
1533208304.066,4945.38,
1533208304.543,,7.152640000000001
1533208304.549,,7.152640000000001
1533208304.605,4953.0,
1533208305.089,,7.152640000000001
1533208305.205,4953.0,
1533208305.460,4953.0,
1533208305.521,,7.152640000000001
1533208305.775,4960.62,
1533208306.008,,7.152640000000001
1533208306.081,,7.152640000000001
1533208306.268,4960.62,
1533208306.572,,6.827520000000001
1533208306.828,4968.240000000001,
1533208307.005,,6.827520000000001
1533208307.434,4968.240000000001,
1533208307.449,,6.827520000000001
1533208307.832,4968.240000000001,
1533208308.002,,6.827520000000001
1533208308.425,4975.860000000001,
1533208308.552,,6.827520000000001
1533208308.578,,6.827520000000001
1533208308.965,4975.860000000001,
1533208309.099,,6.827520000000001
1533208309.426,4983.4800000000005,
1533208309.523,,6.827520000000001
1533208309.974,4983.4800000000005,
1533208310.107,,6.827520000000001
1533208310.570,4991.1,
1533208310.635,,6.827520000000001
1533208311.078,4991.1,
1533208311.236,,6.827520000000001
1533208311.607,4998.72,
1533208311.801,,6.502400000000001
1533208312.117,4998.72,
1533208312.163,,6.502400000000001
1533208312.558,4998.72,
1533208312.654,,6.502400000000001
1533208313.113,,6.502400000000001
1533208313.183,5006.34,
1533208313.514,,6.502400000000001
1533208313.604,5006.34,
1533208314.070,,6.502400000000001
1533208314.167,5013.96,
1533208314.553,,6.502400000000001
1533208314.733,5013.96,
1533208315.083,,6.502400000000001
1533208315.242,5021.58,
1533208315.670,,6.502400000000001
1533208315.770,5021.58,
1533208316.100,,6.502400000000001
1533208316.206,5021.58,
1533208316.507,,6.502400000000001
1533208316.624,5029.2,
1533208316.975,,6.502400000000001
1533208317.137,5029.2,
1533208317.553,,6.502400000000001
1533208317.736,5036.820000000001,
1533208318.079,,6.502400000000001
1533208318.131,5036.820000000001,
1533208318.517,,6.502400000000001
1533208318.652,5036.820000000001,
1533208318.994,,6.502400000000001
1533208319.232,5044.4400000000005,
1533208319.475,,6.502400000000001
1533208319.720,5044.4400000000005,
1533208320.004,,6.502400000000001
1533208320.087,5044.4400000000005,
1533208320.312,5052.06,
1533208320.558,,6.502400000000001
1533208320.865,5052.06,
1533208320.992,,6.502400000000001
1533208321.274,5059.68,
1533208321.572,,6.502400000000001
1533208321.609,,6.502400000000001
1533208321.609,5052.06,
1533208321.682,5059.68,
1533208321.852,5059.68,
1533208321.988,,6.502400000000001
1533208322.325,5059.68,
1533208322.560,,6.502400000000001
1533208322.942,5067.3,
1533208323.036,,6.502400000000001
1533208323.486,5067.3,
1533208323.491,,6.502400000000001
1533208323.899,,6.502400000000001
1533208324.044,5074.92,
1533208324.302,,6.502400000000001
1533208324.594,5074.92,
1533208324.764,,6.502400000000001
1533208325.145,5082.54,
1533208325.349,,6.502400000000001
1533208325.576,5082.54,
1533208325.812,,6.502400000000001
1533208326.137,5090.16,
1533208326.404,,6.502400000000001
1533208326.569,5090.16,
1533208326.901,,6.502400000000001
1533208327.032,5090.16,
1533208327.409,,6.502400000000001
1533208327.492,5097.780000000001,
1533208327.830,,6.502400000000001
1533208328.065,5097.780000000001,
1533208328.296,,6.502400000000001
1533208328.622,5097.780000000001,
1533208328.879,,6.502400000000001
1533208329.191,5105.400000000001,
1533208329.315,,6.502400000000001
1533208329.659,5105.400000000001,
1533208329.787,,6.502400000000001
1533208330.143,5113.02,
1533208330.339,,6.502400000000001
1533208330.589,5113.02,
1533208330.892,,6.502400000000001
1533208331.101,5113.02,
1533208331.356,,6.502400000000001
1533208331.680,5120.64,
1533208331.755,,6.502400000000001
1533208332.085,5120.64,
1533208332.251,,6.502400000000001
1533208332.621,5128.26,
1533208332.817,,6.502400000000001
1533208333.061,5128.26,
1533208333.404,,6.502400000000001
1533208333.571,5135.88,
1533208333.951,,6.502400000000001
1533208334.164,5135.88,
1533208334.441,,6.502400000000001
1533208334.750,5143.5,
1533208335.041,,6.827520000000001
1533208335.312,5143.5,
1533208335.475,,6.827520000000001
1533208335.832,5143.5,
1533208336.061,,6.827520000000001
1533208336.315,5151.12,
1533208336.537,,6.827520000000001
1533208336.870,5151.12,
1533208337.072,,6.827520000000001
1533208337.250,5158.740000000001,
1533208337.481,,6.827520000000001
1533208337.723,5158.740000000001,
1533208338.055,,6.827520000000001
1533208338.232,5166.360000000001,
1533208338.533,,6.827520000000001
1533208338.849,5166.360000000001,
1533208339.132,,6.827520000000001
1533208339.268,5166.360000000001,
1533208339.621,,6.827520000000001
1533208339.644,,6.827520000000001
1533208339.680,5173.9800000000005,
1533208339.697,5166.360000000001,
1533208340.096,,6.827520000000001
1533208340.161,5173.9800000000005,
1533208340.607,5173.9800000000005,
1533208340.659,,6.827520000000001
1533208341.018,5181.6,
1533208341.069,,6.827520000000001
1533208341.527,5181.6,
1533208341.574,,6.827520000000001
1533208341.981,5189.22,
1533208342.012,,6.827520000000001
1533208342.473,,6.827520000000001
1533208342.566,5189.22,
1533208342.881,,6.827520000000001
1533208343.046,5196.84,
1533208343.287,,6.827520000000001
1533208343.538,5196.84,
1533208343.884,,6.502400000000001
1533208343.939,5196.84,
1533208344.292,,6.502400000000001
1533208344.419,5204.46,
1533208344.793,,6.502400000000001
1533208344.850,5204.46,
1533208345.237,,6.502400000000001
1533208345.277,5204.46,
1533208345.734,5212.08,
1533208345.785,,6.502400000000001
1533208346.302,5212.08,
1533208346.354,,6.502400000000001
1533208346.831,5219.7,
1533208346.875,,6.502400000000001
1533208347.297,5219.7,
1533208347.466,,6.502400000000001
1533208347.900,5219.7,
1533208348.007,,6.502400000000001
1533208348.267,5227.320000000001,
1533208348.464,,6.502400000000001
1533208348.748,5227.320000000001,
1533208348.931,,6.502400000000001
1533208349.309,5234.9400000000005,
1533208349.445,,6.502400000000001
1533208349.738,5234.9400000000005,
1533208349.908,,6.502400000000001
1533208350.202,5234.9400000000005,
1533208350.503,,6.502400000000001
1533208350.663,5242.56,
1533208350.991,,6.502400000000001
1533208351.090,5242.56,
1533208351.531,,6.502400000000001
1533208351.587,5242.56,
1533208351.983,,6.502400000000001
1533208352.072,5250.18,
1533208352.471,5250.18,
1533208352.497,,6.502400000000001
1533208352.936,,6.502400000000001
1533208352.936,5250.18,
1533208353.342,5257.8,
1533208353.460,,6.502400000000001
1533208353.780,5257.8,
1533208353.872,5212.08,
1533208353.908,,6.502400000000001
1533208354.189,5265.42,
1533208354.464,,6.502400000000001
1533208354.742,5265.42,
1533208354.890,,6.502400000000001
1533208355.292,5265.42,
1533208355.312,,6.502400000000001
1533208355.789,5273.04,
1533208355.917,,6.502400000000001
1533208356.323,5273.04,
1533208356.492,,6.502400000000001
1533208356.910,5280.66,
1533208357.037,,6.502400000000001
1533208357.464,5280.66,
1533208357.625,,6.827520000000001
1533208357.936,5288.280000000001,
1533208358.085,,6.827520000000001
1533208358.508,,6.827520000000001
1533208358.563,5288.280000000001,
1533208358.963,5288.280000000001,
1533208359.000,,6.827520000000001
1533208359.490,5295.900000000001,
1533208359.490,,6.827520000000001
1533208359.963,5295.900000000001,
1533208360.075,,6.827520000000001
1533208360.524,,6.827520000000001
1533208360.576,5303.52,
1533208360.947,,6.827520000000001
1533208361.052,5303.52,
1533208361.557,,6.827520000000001
1533208361.557,5311.14,
1533208362.017,,6.827520000000001
1533208362.043,5311.14,
1533208362.477,5318.76,
1533208362.521,,6.827520000000001
1533208362.905,5318.76,
1533208362.993,,6.827520000000001
1533208363.335,5318.76,
1533208363.491,,6.827520000000001
1533208363.821,5326.38,
1533208364.050,,6.827520000000001
1533208364.254,5326.38,
1533208364.484,,6.827520000000001
1533208364.841,5326.38,
1533208365.071,,6.827520000000001
1533208365.243,5334.0,
1533208365.515,,6.827520000000001
1533208365.797,5334.0,
1533208365.933,,6.827520000000001
1533208366.224,5341.62,
1533208366.474,,6.827520000000001
1533208366.794,5341.62,
1533208367.011,,6.827520000000001
1533208367.184,5349.240000000001,
1533208367.571,,6.827520000000001
1533208367.717,5349.240000000001,
1533208368.124,5349.240000000001,
1533208368.153,,6.827520000000001
1533208368.628,,6.827520000000001
1533208368.679,5356.860000000001,
1533208369.118,5356.860000000001,
1533208369.143,,6.827520000000001
1533208369.577,,6.827520000000001
1533208369.606,5364.4800000000005,
1533208370.058,,6.827520000000001
1533208370.152,5364.4800000000005,
1533208370.490,,6.827520000000001
1533208370.617,5364.4800000000005,
1533208371.025,,6.827520000000001
1533208371.051,5372.1,
1533208371.552,5372.1,
1533208371.580,,6.827520000000001
1533208371.986,,6.827520000000001
1533208372.149,5379.72,
1533208372.468,,6.827520000000001
1533208372.573,5379.72,
1533208372.931,,6.827520000000001
1533208373.058,5387.34,
1533208373.481,,6.827520000000001
1533208373.506,5387.34,
1533208373.919,,6.827520000000001
1533208374.071,5387.34,
1533208374.327,,6.827520000000001
1533208374.596,5394.96,
1533208374.756,,6.827520000000001
1533208375.170,5394.96,
1533208375.220,,6.827520000000001
1533208375.748,5402.58,
1533208375.780,,6.827520000000001
